temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,cloud_cover_pct,dew_point_c,cloud_type,rain_tomorrow
24.53,94.29,1008.9,9.27,81.01,22.99,Cumulus,Rain
32.2,45.35,1001.81,11.65,90.69,21.9,Cumulus,Rain
14.49,89.82,1029.38,13.67,93.23,13.17,Cumulus,Rain
14.25,69.3,999.89,16.6,44.75,8.1,Cumulus,No Rain
12.8,70.7,1013.4,22.89,37.07,6.55,Cumulus,No Rain
11.45,49.45,1023.9,13.59,59.44,-0.15,Cumulus,No Rain
7.77,100,1020.08,5.12,51.22,8.25,Cumulus,No Rain
7.54,83.01,1002.25,5.78,60.63,4.58,Stratus,Rain
7.19,45.45,996.09,22.94,7.19,-1.62,Cirrus,Rain
18.65,66.4,1003.85,20.46,35.17,11.24,Cumulus,No Rain
25.72,72.5,1016.79,6.69,87.76,18.34,Cumulus,No Rain
6.97,71.09,1011.25,4.93,65.12,0.11,Stratus,No Rain
18.65,87.49,1018.54,11.75,42.29,17.64,Cumulus,No Rain
14.15,84.34,1018.01,7.45,55.64,8.9,Cumulus,No Rain
24.73,81.05,1005.81,9.97,38.5,20.7,Cumulus,Rain
21.12,56.48,1005.93,12.96,49.74,11.35,Cumulus,No Rain
13.49,41.26,1008.81,21.81,63.04,3.77,Cumulus,No Rain
7.51,70.26,1004.47,17.12,74.97,2.13,Stratus,Rain
6.36,53.14,1013.67,12.44,61.3,-1.65,Stratus,No Rain
23.91,68.62,1018.34,12.15,40.48,20.86,Cumulus,No Rain
25.27,27.71,1009.98,13.82,39.81,9.87,Cumulus,No Rain
9.3,62.97,1020.05,9.86,36.42,0.52,Cumulus,No Rain
18.85,72.73,1015.69,4.4,59.31,14.15,Cumulus,No Rain
22.79,74.8,1016.79,12.4,13.57,17.93,Cirrus,Rain
23.18,90.16,1014.8,6.29,90.39,21.59,Cumulus,Rain
27.65,100,1003.64,2.32,33.92,27.14,Cirrus,Rain
11.75,100,1011.27,6.48,14.85,10.49,Cirrus,No Rain
14.21,51.78,1010.82,11.81,29.69,4.71,Cirrus,No Rain
26.81,80.06,1004.68,11.14,81.18,23.6,Nimbus,No Rain
20.25,41.87,1018.79,5.66,76.62,9.82,Cumulus,No Rain
1.04,45.95,1010.94,3.38,61.48,-7.62,Stratus,No Rain
5.46,47.54,1012.9,4.92,11.86,-5.9,Cirrus,No Rain
18.94,79.66,1006.27,6.84,64.02,13.34,Cumulus,No Rain
10.25,39.81,1008.95,6.17,79.31,-1.84,Stratus,Rain
35.68,60.17,1023.93,20.77,61.77,26.37,Cumulus,No Rain
17.82,82.11,1005.01,19.89,91.31,13.16,Nimbus,Rain
5.42,72.31,1016.73,10.76,13.89,-0.69,Cirrus,No Rain
18.9,64.55,1015.77,4.04,63.5,12.1,Cumulus,No Rain
19.2,46.69,1005.63,18.88,100,7.8,Cumulus,Rain
21.93,92.92,1014.18,3.02,33.32,19.65,Cirrus,Rain
17.35,65.03,1012.19,6.22,59.84,9.26,Cumulus,No Rain
3.38,61.36,1015.16,8.61,60.09,-3.39,Stratus,No Rain
13.76,54.67,1008.74,8.18,63.52,4.99,Cumulus,No Rain
25.36,17.63,1022.43,14.58,18.99,10.4,Cirrus,No Rain
15.55,86.51,1009.86,11.96,68.72,12.95,Cumulus,Rain
31.52,63.9,1012.88,1.75,79.2,24.31,Cumulus,No Rain
21.98,100,1020.51,12.29,72.46,21.39,Cumulus,Rain
26.93,52.39,1016.06,7.1,98.4,16.9,Cumulus,No Rain
14.45,51.73,1001.45,15.63,47.05,4.7,Cumulus,No Rain
-8,67.8,1024.86,12.6,20.98,-13.6,Cirrus,No Rain
14.32,98.79,1016.78,12.33,26.99,14.06,Cirrus,No Rain
31.78,60.45,1000.15,14.73,65.63,23.16,Cumulus,Rain
13.46,37.88,1013.97,10.1,65.68,2.84,Cumulus,No Rain
16.95,77.38,1019.12,7.58,81.91,12.32,Cumulus,Rain
24.55,95.79,1028.05,6.06,69.66,24.97,Cumulus,Rain
3.71,61.59,1013.49,14.25,31.93,-5.45,Cirrus,No Rain
26.21,37.11,1013.66,11.74,31.95,14.82,Cirrus,No Rain
22.54,66.26,1025.82,7.03,1.76,15.35,Cirrus,No Rain
13.51,54.27,1003.81,19.92,38.12,5.03,Cumulus,No Rain
26.09,96.56,1006.1,14.49,88.74,26.04,Nimbus,Rain
20.32,60.95,1018.1,16.54,2.5,13.32,Cirrus,No Rain
27.09,60.56,1012.7,19.54,60.54,20.93,Cumulus,No Rain
12.89,70.79,1013.75,30.01,82.78,7.25,Cumulonimbus,No Rain
17.59,76.58,1002.62,9.06,6.82,12.55,Cirrus,Rain
30.34,94.05,1014.11,12.28,33.39,28,Cirrus,No Rain
16.18,53.19,1002.76,16.27,32.25,5.13,Cirrus,No Rain
16.11,29.97,1008.43,11.58,53.53,3.12,Cirrus,No Rain
16.86,65.5,1029.11,12.3,23.09,9.05,Cirrus,Rain
21.17,50.56,1017.88,14.21,78.73,12.96,Cumulus,No Rain
17.23,85.88,1012.89,34.63,100,14.02,Cumulonimbus,Rain
11.25,31.53,1020.16,6.71,29.67,-3.71,Cirrus,No Rain
18.68,68.66,1021.42,6.78,65.63,12.18,Cumulus,No Rain
32.16,78.63,1019.57,9.66,85.14,23.86,Cumulus,Rain
9.62,98.73,1014.59,12.16,52.16,10.57,Cumulus,No Rain
4.08,66.72,1005.99,21.59,54.43,-2.89,Cumulus,No Rain
-7.31,57.49,1000.08,9.11,62.2,-15,Stratus,No Rain
16.08,64.41,1023.41,7.02,67.85,8.33,Cumulus,No Rain
15.54,75.8,1011.34,3.33,68.95,9.11,Cumulus,Rain
19.88,69.8,1014.93,15.76,94.22,13.8,Cumulus,No Rain
13.2,31.23,1016.1,20.86,69.48,-1.28,Cumulus,No Rain
20.21,93.36,1024.82,12.48,43.0,20.67,Cumulus,No Rain
9.58,91.55,1009.61,4.17,100,7.63,Stratus,No Rain
24.75,52.37,1006.04,27.64,58.15,17.14,Cumulonimbus,Rain
9.66,80.83,1001.87,15.6,55.55,5.46,Cumulus,Rain
14.63,70.38,1008.37,12.48,6.95,7.72,Cirrus,No Rain
15.92,50.34,1004.71,4.23,83.45,6.34,Cumulus,Rain
28.12,67.23,1009.31,14.15,31.79,22.14,Cirrus,No Rain
17.74,70.73,1018.15,43.38,65.2,13.47,Cumulonimbus,No Rain
26.29,50.08,1011.01,15.96,54.85,15.06,Cumulus,No Rain
11.74,82.25,1003.59,6.41,5.05,7.31,Cirrus,Rain
22.74,47.54,1014.61,9.17,42.8,13.28,Cumulus,No Rain
16.14,37.93,1006.88,21.31,47.49,3.65,Cumulus,No Rain
40.98,56.54,989.42,15.12,78.72,28,Cumulus,Rain
19.16,61.7,1017.35,8.45,16.47,8.93,Cirrus,Rain
10.88,58.27,1015.44,10.13,60.45,4.72,Stratus,No Rain
30.74,48.94,1009.65,6.53,5.99,19.95,Cirrus,No Rain
7.05,54.91,1024.32,14.61,100,-1.26,Stratus,No Rain
2.33,85.15,1015.92,16.8,40.34,1.43,Cumulus,No Rain
19.12,89.09,1014.55,6.06,56.65,17.32,Cumulus,No Rain
6.6,74.01,1006.33,8.7,54.41,1.74,Cumulus,Rain
20.76,58.2,1014.0,12.84,65.29,12.87,Cumulus,No Rain
14.57,54.2,1002.27,7.91,24.58,5.59,Cirrus,No Rain
10.16,55.09,1004.6,9.78,49.85,1.03,Cumulus,No Rain
-2.38,24.44,1007.8,3.43,60.58,-15,Stratus,No Rain
26.28,70.1,1013.74,45.02,90.21,18.66,Nimbus,Rain
14.55,86.24,1005.54,7.27,95.01,11.8,Nimbus,Rain
6.65,54.95,1000.82,10.3,33.8,-2.52,Cirrus,No Rain
15.64,49.98,993.19,4.11,69.74,4.26,Cumulus,Rain
1.02,54.06,1028.0,10.49,11.03,-8.27,Cirrus,No Rain
14.83,60.08,1018.59,14.22,100,9.48,Cumulus,No Rain
23.03,64.86,1010.46,17.86,24.96,19.77,Cirrus,No Rain
24.43,70.86,985,9.65,100,19.86,Cumulus,Rain
29.06,86.23,1003.26,11.09,33.31,26.77,Cirrus,Rain
26.85,86.42,1001.4,7.09,34.28,23.17,Cirrus,Rain
0.16,93.84,1004.58,16.91,60.73,-0.69,Stratus,Rain
24.92,100,1013.19,9.23,60.43,25.91,Cumulus,No Rain
16.15,43.63,1002.07,6.11,59.37,5.08,Cumulus,No Rain
8.24,48.04,1007.23,26.66,43.45,-2.6,Cumulus,Rain
13.37,72.39,1016.91,10.92,100,6.52,Cumulus,No Rain
19.78,77.94,1020.8,11.52,100,14.45,Cumulus,Rain
1.29,69.49,1001.2,24.9,2.87,-3.06,Cirrus,Rain
9.14,40.78,1015.74,11.88,58.23,-2.05,Cumulus,No Rain
13.3,84.2,1013.93,21.28,66.12,11.35,Cumulus,Rain
16.78,76.76,1007.06,18.06,100,10.45,Cumulus,Rain
20.94,76.34,1021.6,10.62,85.41,16.42,Cumulus,Rain
20.89,59.15,1006.81,18.87,91.19,12.67,Cumulus,Rain
14.09,91.95,1018.4,19.5,42.4,12.02,Cumulus,Rain
21.88,80.89,1023.01,6.31,14.64,18.1,Cirrus,No Rain
15.1,81.02,1010.4,6.68,57.28,11.28,Cumulus,Rain
7.43,65.35,1015.87,12.66,19.15,-0.22,Cirrus,No Rain
9.66,100,1012.68,8.49,63.15,8.92,Stratus,No Rain
15.06,74.11,1022.29,15.33,62.44,10.37,Cumulus,No Rain
20.26,58.7,1023.49,18.43,0,10.81,Cirrus,No Rain
33.01,72.64,1004.46,24.6,100,27.78,Cumulus,Rain
15.25,76.34,1006.47,11.02,57.47,10.92,Cumulus,Rain
14.21,63.45,1010.23,22.53,17.35,4.81,Cirrus,No Rain
25.73,32.28,999.2,15.64,50.71,10.79,Cumulus,No Rain
18.81,81.47,1013.39,12.05,68.17,15.04,Cumulus,Rain
11.88,82.8,1014.09,16.42,54.71,8.89,Cumulus,No Rain
18.47,55.22,1007.99,14.42,79.36,9.91,Cumulus,Rain
12.86,42.51,1013.19,3.09,72.43,2.46,Cumulus,No Rain
1.95,73.57,1014.44,13.27,50.83,-4.01,Stratus,No Rain
7.69,77.82,996.06,9.87,53.66,3.55,Cumulus,Rain
24.42,43.24,1003.73,28.43,79.08,12.78,Cumulonimbus,Rain
10.49,78.81,1006.62,13.37,49.56,6.48,Cumulus,Rain
1.89,63.65,1015.83,9.62,45.89,-4.65,Cumulus,No Rain
12.48,100,1025.15,13.16,57.12,12.79,Cumulus,No Rain
23.8,76.48,1026.94,21.33,69.85,21.1,Cumulus,Rain
20.14,70.02,1018.26,13.53,44.38,13.3,Cumulus,No Rain
29.13,58.36,1020.01,13.94,76.0,22.84,Cumulus,No Rain
12.33,49.12,1027.65,13.73,100,2.62,Cumulus,No Rain
25.69,75.28,1007.27,16.08,0,19.69,Cirrus,Rain
20.82,66.92,997.46,4.44,58.28,12.65,Cumulus,No Rain
16.71,56.42,1007.74,21.35,92.4,8.62,Cumulus,Rain
16.37,56.68,1015.85,12.53,79.25,8.6,Cumulus,No Rain
11.17,86.29,1003.85,18.99,53.57,7.99,Cumulus,Rain
16.81,52.56,1008.82,7.86,44.71,7.37,Cumulus,No Rain
-4.89,88.48,1005.32,18.21,44.5,-8.14,Cumulus,Rain
5.08,85.28,1019.09,9.35,32.38,2.49,Cirrus,No Rain
13.22,40.24,1015.03,16.55,32.43,1.4,Cirrus,No Rain
22.82,77.35,999.48,17.06,45.02,19.89,Cumulus,Rain
23.45,53.25,1015.32,36.3,14.39,13.57,Cirrus,No Rain
-1.58,46.73,1005.84,26.79,100,-11.25,Stratus,No Rain
-5.22,44.56,1017.03,2.92,69.5,-15,Stratus,No Rain
11.23,52.35,1014.18,6.54,4.32,0.91,Cirrus,No Rain
13.63,100,1012.86,16.66,58.04,14.94,Cumulus,No Rain
9.28,88.57,1023.0,27.97,33.26,4.38,Cirrus,Rain
3.19,82.0,1007.71,11.23,68.27,-2.36,Stratus,Rain
18.17,88.47,1007.33,12.44,0,14.38,Cirrus,Rain
0.42,58.46,1012.02,13.18,32.33,-8.58,Cirrus,No Rain
13.69,50.16,1001.41,13.7,9.08,2.03,Cirrus,Rain
-0.76,77.39,1005.58,9.86,43.74,-5.49,Cumulus,Rain
23.24,53.31,1025.23,8.17,22.79,13.16,Cirrus,No Rain
17.83,60.31,1007.85,4.39,56.39,9.87,Cumulus,No Rain
30.45,63.54,1001.13,34.67,40.46,22.18,Cumulus,Rain
18.49,77.58,1009.96,15.12,53.76,15.06,Cumulus,No Rain
5.18,47.87,1001.1,6.42,60.11,-5.59,Stratus,No Rain
27.51,72.24,1003.0,44.74,59.74,22.14,Cumulonimbus,Rain
31.58,44.03,1010.38,8.69,37.01,21.09,Cumulus,No Rain
27.07,79.14,1002.63,15.53,97.91,22.76,Cumulus,Rain
25.07,45.8,1007.51,17.54,32.36,12.42,Cirrus,No Rain
25.8,64.26,1013.04,4.15,55.24,16.85,Cumulus,No Rain
15.84,64.94,1014.11,15.78,5.76,7.41,Cirrus,No Rain
34.33,99.86,1021.33,10.29,74.7,28,Cumulus,Rain
5.0,71.71,1018.12,17.04,0,0.47,Cirrus,No Rain
10.36,35.2,1011.36,8.48,100,-5.65,Stratus,No Rain
37.25,68.32,1014.73,10.61,82.13,28,Cumulus,No Rain
25.63,78.37,1011.88,4.22,62.45,21.34,Cumulus,No Rain
16.27,70.55,1012.01,10.57,41.58,11.43,Nimbus,No Rain
8.38,66.25,1019.77,22.37,14.48,4.61,Cirrus,No Rain
18.46,22.34,1004.33,9.97,22.87,3.93,Cirrus,No Rain
-4.38,54.01,1019.77,21.35,70.04,-13.43,Stratus,No Rain
20.28,50.79,995.94,16.11,89.13,11.31,Cumulus,Rain
23.02,94.88,1004.26,4.01,37.1,21.47,Cumulus,Rain
28.4,70.49,1011.94,3.8,68.54,22.66,Cumulus,No Rain
4.91,72.79,1015.2,14.69,43.7,0.11,Cumulus,No Rain
19.14,70.33,1010.79,18.48,59.21,13.55,Cumulus,No Rain
12.7,68.33,999.59,5.12,27.03,6.62,Cirrus,No Rain
11.95,86.4,990.97,17.65,91.26,8.99,Nimbus,Rain
22.09,32.24,1005.97,5.45,41.02,6.95,Cumulus,No Rain
25.06,70.15,1010.96,4.97,18.07,17.74,Cumulonimbus,No Rain
38.52,67.07,1009.12,8.59,18.8,28,Cirrus,No Rain
8.13,62.13,1020.68,7.78,41.49,-0.96,Cumulus,No Rain
32.33,84.66,1009.36,14.14,82.67,28,Cumulus,Rain
15.92,88.72,1011.21,12.03,57.41,14.05,Cumulus,No Rain
29.01,28.39,1007.28,10.07,55.26,14.68,Cumulus,No Rain
30.47,70.2,1013.6,13.65,88.12,24.77,Cumulus,No Rain
6.85,73.95,1000.41,5.21,77.61,1.74,Stratus,Rain
27.25,88.75,1016.73,3.74,63.1,26.61,Cumulus,No Rain
12.29,68.45,1008.0,9.55,72.23,5.1,Cumulus,Rain
14.95,35.56,1018.65,7.42,82.54,3.84,Cumulus,No Rain
7.93,53.04,1013.05,13.29,83.61,-1.18,Stratus,Rain
27.97,28.47,1019.09,7.94,66.07,16.37,Cumulus,No Rain
25.51,52.59,1035,19.79,78.65,14.96,Cumulus,No Rain
22.06,84.09,1017.4,4.55,45.0,17.73,Cumulus,No Rain
20.29,100,1023.84,6.31,59.16,18.85,Cumulus,No Rain
12.9,85.08,1021.54,6.76,24.46,8.58,Nimbus,No Rain
24.35,53.83,1020.25,8.34,61.02,13.06,Cumulus,No Rain
13.78,88.9,1003.12,3.76,28.29,9.33,Cirrus,Rain
11.71,52.02,1016.63,4.12,86.94,3.06,Stratus,No Rain
42,18.11,1014.55,14.71,66.57,27.54,Cumulus,No Rain
16.52,95.02,1011.51,9.72,64.98,14.92,Cumulus,No Rain
17.23,48.72,1010.64,15.83,100,6.24,Cumulus,No Rain
25.75,51.1,1026.97,8.68,83.88,16.71,Cumulus,No Rain
22.59,82.15,1005.14,16.01,89.33,18.73,Nimbus,Rain
5.85,74.94,1011.26,10.98,64.76,0.19,Stratus,No Rain
11.65,76.85,1004.72,8.96,59.21,6.3,Cumulus,Rain
33.16,58.73,1019.14,11.86,62.66,26.59,Cumulus,No Rain
11.49,81.36,1001.59,17.24,55.62,8.1,Cumulus,Rain
17.62,77.75,1010.04,9.2,52.15,12.13,Cumulus,No Rain
26.03,82.87,1008.09,12.79,31.25,22.88,Nimbus,Rain
5.02,63.66,1007.19,23.22,100,-1.28,Stratus,Rain
14.16,94.16,1015.0,15.73,39.45,13.83,Cumulus,No Rain
2.52,59.23,1012.57,4.57,36.63,-6.96,Cumulus,No Rain
-2.29,37.86,1012.65,13.06,40.92,-15,Cumulus,No Rain
16.94,67.06,1008.14,11.65,74.88,10.88,Cumulus,Rain
36.39,53.81,1013.69,19.55,51.12,25.92,Cumulus,No Rain
22.74,78.34,1021.74,9.54,52.51,17.43,Nimbus,No Rain
13.29,43.11,1017.21,18.83,66.72,2.49,Cumulus,No Rain
34.25,74.81,1015.45,14.18,34.45,28,Cirrus,No Rain
18.11,76.42,1004.19,16.83,26.73,14.08,Cirrus,Rain
23.31,75.98,1014.97,20.33,54.63,16.29,Cumulus,No Rain
10.74,61.54,1008.21,13.08,64.41,2.46,Stratus,No Rain
21.51,57.53,1015.31,11.13,74.11,12.4,Cumulus,No Rain
23.86,31.02,1010.81,6.73,55.58,8.56,Cumulus,No Rain
14.97,49.47,1007.18,4.87,15.71,4.95,Cirrus,No Rain
16.7,46.84,1012.69,6.16,77.53,8.44,Cumulus,No Rain
7.05,61.04,999.24,5.3,40.15,1.23,Cumulus,No Rain
25.68,57.84,1019.03,24.37,16.12,16.08,Cirrus,No Rain
34.25,71.6,1014.73,5.91,100,28,Cumulus,No Rain
21.37,66.71,1008.85,21.78,67.9,14.86,Cumulus,Rain
22.22,68.66,1011.94,17.28,65.37,16.5,Cumulus,No Rain
-1.82,72.42,1018.83,4.75,100,-8.38,Stratus,No Rain
3.47,64.87,1012.53,4.95,91.34,-2.72,Stratus,No Rain
18.55,85.23,1006.25,7.31,47.98,14.49,Cumulus,Rain
23.49,61.69,1007.22,7.32,76.64,18.45,Cumulus,Rain
34.93,87.27,1022.22,18.61,79.16,28,Cumulus,Rain
11.71,54.8,1020.57,14.05,50.48,3.15,Cumulus,No Rain
13.41,35.2,1013.84,6.65,41.82,0.48,Cumulus,No Rain
22.31,70.66,1003.33,5.01,76.88,16.88,Cumulus,Rain
17.54,14.42,998.26,5.49,51.49,-0.53,Cumulus,No Rain
15.71,99.94,1007.0,12.28,32.76,14.56,Cirrus,Rain
23.85,76.83,1015.82,12.74,63.51,19.63,Cumulus,No Rain
7.49,16.86,1003.07,6.12,83.39,-8.74,Stratus,Rain
20.04,68.56,1006.82,17.1,53.12,14.85,Cumulus,No Rain
20.18,63.51,995.91,10.44,81.32,11.93,Stratus,Rain
25.0,72.63,995.65,6.35,44.37,20.63,Cumulus,No Rain
6.59,66.51,1003.26,14.26,47.27,0.77,Cumulus,No Rain
20.41,49.8,999.79,8.61,42.64,10.04,Cumulus,No Rain
4.76,47.86,1006.47,11.3,35.6,-6.01,Cumulus,No Rain
19.61,61.79,1015.12,17.99,67.85,12.45,Cumulus,Rain
12.84,47.46,1003.67,2.42,52.29,3.37,Cumulus,No Rain
19.09,83.92,1017.34,18.09,3.86,15.92,Cirrus,No Rain
10.72,100,1015.39,8.25,92.96,8.78,Stratus,Rain
10.75,59.7,1001.7,15.02,23.5,2.09,Cirrus,No Rain
32.86,82.26,1005.25,17.14,54.31,28,Cumulus,Rain
21.51,25.57,1007.14,16.03,67.79,7.93,Cumulus,Rain
24.58,59.01,1002.58,27.26,16.17,18.15,Cirrus,Rain
12.21,50.58,1013.39,20.37,71.04,1.31,Cumulus,No Rain
6.4,36.16,1011.3,6.28,77.9,-6.29,Stratus,Rain
24.62,70.02,1005.4,12.48,1.32,19.85,Cirrus,No Rain
33.63,71.43,1010.24,16.53,89.88,27.55,Cumulus,No Rain
2.52,58.42,1018.19,4.02,88.3,-6.88,Stratus,No Rain
27.26,32.49,1012.91,12.81,91.29,12.95,Cumulus,No Rain
7.82,56.3,1012.08,15.24,34.47,1.17,Cirrus,No Rain
17.2,18.21,1012.76,7.31,68.04,-1.17,Cumulus,No Rain
27.77,61.95,1008.28,13.85,55.52,21.13,Cumulus,No Rain
9.49,67.97,1007.88,20.05,92.66,5.6,Stratus,Rain
24.77,43.62,1019.57,18.45,41.29,12.13,Cumulus,No Rain
40.87,67.51,1028.07,8.91,27.46,28,Cirrus,No Rain
10.44,48.8,1014.62,24.04,60.48,-0.73,Stratus,No Rain
3.31,66.71,1018.44,11.19,43.78,-2.77,Cumulus,No Rain
21.14,36.58,1018.17,13.9,38.99,6.54,Cumulus,No Rain
5.92,74.97,1017.34,8.99,55.36,1.61,Cumulus,No Rain
22.37,58.75,1008.6,15.08,83.49,13.64,Cumulus,Rain
23.58,88.78,1008.95,4.59,75.13,20.42,Cumulus,Rain
23.43,69.28,1012.22,14.16,56.61,17.8,Cumulus,No Rain
19.72,59.87,1004.01,6.05,29.39,12.44,Stratus,No Rain
28.21,84.27,1007.76,17.48,50.87,24.31,Cumulus,Rain
15.52,87.69,1022.77,15.24,95.26,12.68,Cumulus,Rain
31.24,75.07,1017.26,8.19,77.47,25.63,Cumulus,Rain
22.8,65.69,1006.54,17.95,93.56,15.44,Cumulus,Rain
3.81,81.78,1014.6,7.7,100,0.11,Stratus,Rain
17.97,58.9,1011.74,8.93,93.92,7.58,Cumulus,No Rain
35.13,63.47,1021.45,39.05,71.53,28,Cumulonimbus,Rain
20.01,69.03,1023.25,25.7,95.84,14.69,Cumulonimbus,Rain
14.72,66.14,1005.76,9.13,18.8,11.5,Cirrus,No Rain
25.94,41.65,1012.79,6.04,46.16,15.18,Cumulus,No Rain
19.56,100,1011.45,3.29,46.79,18.22,Cumulus,No Rain
21.1,57.37,1025.4,6.68,86.26,11.62,Cumulus,No Rain
17.61,18.8,1001.3,13.39,45.31,1.61,Cumulus,No Rain
19.57,62.02,1006.94,10.64,16.57,14.15,Cirrus,No Rain
12.83,79.26,1001.73,11.82,52.49,8.61,Cumulus,Rain
25.6,59.62,1010.49,7.26,9.72,16.87,Cirrus,No Rain
11.76,83.71,1009.67,10.73,100,7.98,Stratus,Rain
26.14,94.7,1009.09,16.84,100,23.81,Cumulus,Rain
18.55,60.78,1008.11,17.21,22.63,10.6,Cirrus,No Rain
9.29,56.9,1012.6,15.63,3.93,0.36,Cirrus,No Rain
19.16,69.91,1024.02,6.17,31.55,12.08,Cirrus,No Rain
26.56,52.45,1014.49,33.42,66.77,16.06,Clear,Rain
16.91,41.17,1011.19,11.0,45.49,2.99,Cumulus,No Rain
18.19,61.4,1011.47,22.42,23.84,11.67,Cirrus,No Rain
20.62,59.55,998.71,11.74,20.99,14.78,Cirrus,No Rain
40.52,91.79,1011.3,11.41,96.82,28,Cumulus,Rain
18.9,40.77,1018.58,20.27,38.3,9.14,Cumulus,No Rain
31.14,58.12,1013.15,5.76,43.71,23.5,Cumulus,Rain
5.29,53.88,1012.53,7.83,76.89,-5.1,Stratus,No Rain
23.63,81.8,1024.84,20.02,95.36,19.75,Cumulus,Rain
18.17,54.54,1026.45,10.59,98.4,10.48,Cumulus,No Rain
6.17,65.71,1008.47,3.15,0,-2.61,Cirrus,No Rain
16.79,74.79,1007.71,14.61,50.47,13.47,Cumulus,No Rain
8.69,44.91,1003.88,6.3,64.56,-3.59,Stratus,No Rain
19.86,47.06,995.43,27.32,0,9.76,Cirrus,No Rain
-0.57,88.76,1007.65,12.2,33.35,-2.39,Cirrus,Rain
23.22,52.73,1012.53,6.2,73.09,11.0,Cumulus,No Rain
-8,38.45,1008.07,17.6,71.88,-15,Stratus,Rain
9.77,75.82,1015.77,14.25,100,4.85,Stratus,Rain
0.06,50.07,1021.85,15.36,9.65,-7.17,Cirrus,No Rain
24.78,66.96,990.32,22.16,63.17,17.74,Cumulus,Rain
20.25,73.69,1014.1,19.57,80.49,15.09,Cumulus,No Rain
7.46,40.76,1023.18,5.5,100,-4.78,Cumulonimbus,No Rain
14.2,64.73,1002.67,10.0,88.73,8.31,Cumulus,Rain
30.27,71.6,1004.17,10.93,84.88,22.89,Cumulus,No Rain
18.78,67.24,1018.64,4.6,0,12.94,Cirrus,No Rain
17.39,49.68,1002.32,16.14,36.89,6.1,Cumulus,No Rain
13.19,41.96,1007.59,8.52,98.47,3.22,Cumulus,Rain
11.3,31.12,1008.12,16.77,92.17,-3.83,Stratus,Rain
17.21,70.2,1005.49,20.08,93.8,12.23,Cumulus,Rain
17.63,31.66,1010.2,23.03,57.63,6.03,Cumulus,No Rain
20.43,69.5,1004.16,9.89,83.16,13.97,Cumulus,Rain
14.22,10.38,1018.62,23.59,0.61,-4.72,Clear,No Rain
11.1,54.51,1008.98,19.01,100,1.68,Stratus,Rain
7.37,32.66,1004.64,10.02,42.45,-8.28,Cumulus,No Rain
25.83,50.34,1004.75,13.39,63.92,14.7,Cumulus,No Rain
16.93,45.91,1015.99,5.95,51.44,5.5,Cumulus,No Rain
22.59,74.34,998.93,10.92,62.73,17.15,Cumulus,No Rain
16.88,81.98,1011.62,12.49,78.43,14.52,Cumulus,Rain
21.57,100,1007.92,9.78,56.01,20.21,Cumulus,Rain
23.81,69.44,1003.09,19.22,57.49,16.28,Cumulus,No Rain
0.86,77.62,1005.47,17.18,99.72,-3.49,Stratus,Rain
26.98,90.15,1003.68,16.58,45.31,23.5,Cumulus,Rain
13.71,61.15,1007.13,15.76,48.33,7.41,Cumulus,No Rain
21.81,73.07,1009.56,2.34,56.3,18.31,Cumulus,No Rain
22.31,39.4,1010.02,11.48,59.92,10.85,Cumulus,No Rain
11.93,74.85,1014.84,5.94,75.27,7.45,Stratus,No Rain
11.99,53.31,1014.74,10.56,56.65,1.75,Cumulus,No Rain
22.15,74.75,1015.71,20.64,8.26,17.19,Cirrus,No Rain
27.34,73.32,1004.32,10.9,72.76,22.72,Cumulus,Rain
13.33,65.59,1022.17,22.36,45.23,6.72,Cumulus,No Rain
26.52,61.13,1025.9,13.66,50.49,19.87,Cumulonimbus,No Rain
12.79,43.88,1003.99,6.42,74.73,1.11,Cumulus,Rain
35.3,64.82,1015.56,8.55,100,27.82,Cumulus,No Rain
17.27,80.57,1000.75,7.25,73.67,11.03,Cumulus,Rain
32.0,61.0,1010.3,9.28,95.83,25.24,Cumulus,No Rain
15.95,89.2,1006.86,6.54,44.3,12.48,Cumulus,Rain
27.34,44.7,995.6,24.3,40.78,18.57,Cumulus,Rain
34.85,36.04,1021.99,24.01,74.08,22.88,Cumulus,No Rain
17.35,31.32,1006.69,6.89,15.12,2.07,Cirrus,No Rain
6.41,70.36,1011.55,12.64,52.37,0.4,Cumulus,No Rain
23.56,75.35,1007.11,6.93,54.96,17.87,Cumulus,Rain
7.2,64.74,1007.82,39.91,88.17,-1.17,Stratus,Rain
41.56,72.66,1007.16,17.73,20.26,28,Cirrus,No Rain
18.12,75.73,1006.39,26.5,79.42,14.27,Cumulonimbus,Rain
31.85,73.62,1029.14,13.54,73.23,25.73,Cumulus,No Rain
23.11,79.28,1011.65,18.04,71.08,18.57,Cumulus,Rain
16.49,61.63,1010.39,23.07,57.56,9.3,Cumulus,No Rain
12.29,83.4,999.1,13.24,88.99,9.68,Nimbus,Rain
13.61,68.41,1029.61,10.32,45.05,6.56,Cumulus,No Rain
3.26,90.86,1015.71,11.37,63.61,1.57,Stratus,No Rain
11.14,51.17,1021.28,15.92,17.95,0.14,Cirrus,No Rain
20.12,47.5,1002.25,2.69,43.6,9.32,Nimbus,No Rain
19.45,52.28,1001.79,8.09,37.29,9.7,Cumulus,No Rain
8.36,81.05,1014.57,11.45,55.66,3.54,Cumulus,No Rain
